Angle,90,,,,,,,,,,,,,,
2.552507773230001122e-87,4.489563796996404871e-03,4.351445010406807228e+02,4.461640378698868517e+03,5.834500769095607211e+03,4.521634049240307831e+03,3.056608951795518351e+03,2.029489457456493938e+03,1.375040184017214187e+03,9.620367232863954996e+02,6.973010216585062153e+02,5.236466743676548958e+02,4.068411027166922622e+02,3.261487753927892186e+02
7.090299370083337344e-87,1.247101054721223845e-02,1.208734725113002241e+03,1.239344549638574790e+04,1.620694658082113529e+04,1.256009458122307842e+04,8.490580421654220117e+03,5.637470715156926417e+03,3.819556066714483222e+03,2.672324231351099115e+03,1.936947282384739083e+03,1.454574095465708297e+03,1.130114174213034175e+03,9.059688205355256514e+02
1.389698676536334212e-86,2.444318067253598362e-02,2.369120061221484320e+03,2.429115317291606334e+04,3.176561529840942967e+04,2.461778537919723385e+04,1.664153762644227027e+04,1.104944260170757661e+04,7.486329890760387570e+03,5.237755493448154084e+03,3.796416673474089293e+03,2.850965227112787943e+03,2.215023781457546193e+03,1.775698888249629817e+03
2.297256995907001099e-86,4.040607417296765425e-02,3.916300509366127244e+03,4.015476340828982939e+04,5.251050692186048400e+04,4.069470644316278776e+04,2.750948056615966925e+04,1.826540511710843930e+04,1.237536165615492610e+04,8.658330509577559496e+03,6.275709194926554119e+03,4.712820069308893835e+03,3.661569924450229792e+03,2.935338978535102797e+03
3.431704895120335646e-86,6.035969104850723299e-02,5.850276069546931467e+03,5.998427620250701875e+04,7.844162145117430191e+04,6.079085777311971469e+04,4.109440924080643890e+04,2.728535826135952811e+04,1.848665136289810471e+04,1.293404927973931990e+04,9.374824846742139925e+03,7.040138622054027110e+03,5.469752603191085655e+03,4.384889091391944930e+03
4.793042374176336245e-86,8.430403129915473026e-02,8.171046741763894715e+03,8.377969155556766782e+04,1.095589588863508834e+05,8.490623936906801828e+04,5.739632365038253192e+04,3.810930203446083760e+04,2.582019901098990886e+04,1.806491180393342802e+04,1.309376362892083671e+04,9.832920885348186857e+03,7.639571817680109234e+03,6.124349226820153490e+03
6.381269433075004324e-86,1.122390949249101322e-01,1.087861252601702108e+04,1.115410094674717402e+05,1.458625192273902358e+05,1.130408512310077058e+05,7.641522379488797742e+04,5.073723643641235685e+04,3.437600460043035855e+04,2.405091808215988567e+04,1.743252554146265174e+04,1.309116685919137490e+04,1.017102756791730644e+04,8.153719384819729385e+03
8.196386071816337741e-86,1.441648819257734526e-01,1.397297342230630602e+04,1.432682299382192432e+05,1.873523024742923444e+05,1.451946933589388209e+05,9.815110967432278267e+04,6.516916146721407131e+04,4.415406813121943560e+04,3.089206811441870377e+04,2.239111058436758685e+04,1.681487654358358486e+04,1.306411985390267364e+04,1.047299956539067716e+04
1.023839229040033792e-85,1.800813923017446916e-01,1.745412943063175408e+04,1.789613529678102059e+05,2.340283086270572385e+05,1.813677657528612472e+05,1.226039812886869477e+05,8.140507712686601735e+04,5.515438960335714364e+04,3.858836190070986777e+04,2.796951875763562930e+04,2.100404993852482221e+04,1.631884867563621265e+04,1.308218976853299137e+04
1.250728808882700559e-85,2.199886260528238491e-01,2.132208055099335616e+04,2.186203785562445992e+05,2.858905376856848015e+05,2.215600684127750865e+05,1.497738386379803997e+05,9.944498341536820226e+04,6.737696901684346085e+04,4.713979944103337766e+04,3.416775006126679364e+04,2.565868704401508148e+04,1.993521403311791801e+04,1.598128999424666836e+04
1.500307346709634216e-85,2.638865831790109806e-01,2.557682678339113045e+04,2.622453067035224522e+05,3.429389896501751500e+05,2.657716013386803097e+05,1.796606817222032405e+05,1.192888803327205678e+05,8.082180637167846726e+04,5.654638073538924800e+04,4.098580449526107986e+04,3.077878786005437723e+04,2.391321592634779881e+04,1.917030024253171359e+04
1.772574842520834050e-85,3.117752636803058919e-01,3.021836812782505149e+04,3.098361374096436775e+05,4.051736645205283421e+05,3.140023645305769169e+05,2.122645105413555284e+05,1.409367678789231286e+05,9.548890166786209738e+04,6.680810578377745696e+04,4.842368205961847707e+04,3.636435238664269127e+04,2.825285435532584597e+04,2.264922051338814344e+04
2.067531296316300918e-85,3.636546675567087772e-01,3.524670458429514110e+04,3.613928706746084499e+05,4.725945622967443196e+05,3.662523579884649953e+05,2.475853250954370596e+05,1.643886460539759719e+05,1.113782549053943512e+05,7.792497458619801910e+04,5.648138275433899253e+04,4.241538062378003815e+04,3.295412932005206676e+04,2.641805080681592153e+04
2.385176708096034248e-85,4.195247948082196365e-01,4.066183615280139202e+04,4.169155064984165947e+05,5.452016829788229661e+05,4.225215817123443703e+05,2.856231253844479797e+05,1.896445148578790540e+05,1.284898660842752433e+05,8.989698714265096351e+04,6.515890657942262624e+04,4.893187257146641787e+04,3.801704082052646845e+04,3.047679112281508424e+04
2.725511077860035184e-85,4.793856454348384699e-01,4.646376283334380423e+04,4.764040448810681119e+05,6.229950265667646891e+05,4.828100357022151002e+05,3.263779114083881723e+05,2.167043742906322877e+05,1.468237352045047155e+05,1.027241434531362611e+05,7.445625353486936365e+04,5.591382822970180860e+04,4.344158885674903286e+04,3.482544146138559881e+04
3.088534405608301438e-85,5.432372194365649998e-01,5.265248462592238502e+04,5.398584858225631760e+05,7.059745930605689064e+05,5.471177199580773013e+05,3.698496831672578701e+05,2.455682243522357021e+05,1.663798622660828696e+05,1.164064435176538827e+05,8.437342362067924114e+04,6.336124759848623216e+04,4.922777342871976725e+04,3.946400182252749073e+04
