Angle,90,,,,,,,,,,,,,,
1.058977576631425204e-89,2.013103051370415382e-05,2.376023015274989714e+00,1.604641104483600031e+02,1.535456064779878034e+03,3.666946462528105258e+03,4.737495087300298110e+03,4.751734636185568888e+03,4.290339404343863862e+03,3.713494905501389439e+03,3.168335523309278415e+03,2.696567684690721762e+03,2.297979037011602031e+03,1.961762982306393724e+03
2.941604379531736715e-89,5.591952920473376362e-05,6.600063931319414934e+00,4.457336401343333705e+02,4.265155735499662114e+03,1.018596239591140329e+04,1.315970857583416000e+04,1.319926287829324974e+04,1.191760945651073052e+04,1.031526362639275249e+04,8.800932009192440091e+03,7.490465790807562371e+03,6.383275102810006501e+03,5.449341617517759914e+03
5.765544583882204158e-89,1.096022772412781648e-04,1.293612530538605476e+01,8.736379346632930947e+02,8.359705241579335052e+03,1.996448629598635307e+04,2.579302880863495375e+04,2.587055524145477102e+04,2.335851453476103416e+04,2.021791670772979342e+04,1.724982673801718192e+04,1.468131294998281919e+04,1.251121920150761252e+04,1.068070957033480954e+04
9.530798189682827181e-89,1.811792746233373708e-04,2.138420713747490964e+01,1.444176994035239886e+03,1.381910458301890139e+04,3.300251816275295278e+04,4.263745578570268117e+04,4.276561172567011818e+04,3.861305463909476384e+04,3.342145414951251587e+04,2.851501970978350073e+04,2.426910916221649313e+04,2.068181133310441874e+04,1.765586684075754238e+04
1.423736519693360788e-88,2.706505213509114360e-04,3.194430942758597780e+01,2.157350818250173234e+03,2.064335375981836114e+04,4.930005799621120241e+04,6.369298950703733863e+04,6.388443233093932213e+04,5.768122976951194869e+04,4.992587595174092712e+04,4.259651092449141288e+04,3.625385442750860238e+04,3.089505149760043423e+04,2.637481342878595751e+04
1.988524560563454137e-88,3.780160174240002925e-04,4.461643217571924680e+01,3.013159407308093250e+03,2.883245277197771065e+04,6.885710579636112379e+04,8.895962997263891157e+04,8.922701705726234650e+04,8.056303992601254140e+04,6.973118211441500171e+04,5.949430038214090018e+04,5.063554874585911602e+04,4.315093969499564992e+04,3.683754933442005859e+04
2.647443941578563183e-88,5.032757628426039404e-04,5.940057538187474506e+01,4.011602761209000164e+03,3.838640161949695903e+04,9.167366156320265145e+04,1.184373771825074655e+05,1.187933659046392277e+05,1.072584851085965929e+05,9.283737263753477600e+04,7.920838808273195173e+04,6.741419211726805952e+04,5.744947592529006215e+04,4.904407455765984196e+04
3.400494662738687091e-88,6.464297576067223796e-04,7.629673904605245127e+01,5.152680879952893520e+03,4.930520030237608444e+04,1.177497252967358509e+05,1.521262311366429203e+05,1.525834788730699511e+05,1.377675653172640596e+05,1.192444475211002136e+05,1.017387740262646112e+05,8.658978454173541104e+04,7.379066018848367094e+04,6.299438909850530763e+04
4.247676724043828091e-88,8.074780017163556102e-04,9.530492316825235832e+01,6.436393763539773317e+03,6.158884882061510871e+04,1.470852969969606784e+05,1.900261918350452615e+05,1.905973559625545167e+05,1.720902805520149413e+05,1.489524067651113437e+05,1.270854582127388130e+05,1.081623260192611924e+05,9.217449248457649082e+04,7.868849295695644105e+04
5.188990125493982835e-88,9.864204951715036321e-04,1.164251277484744804e+02,7.862741411969638648e+03,7.523734717421401001e+04,1.796803766638771631e+05,2.321372592777145910e+05,2.328349971730929101e+05,2.102266308128493256e+05,1.819612503695681517e+05,1.552484406421546300e+05,1.321318165498453891e+05,1.126009728135685145e+05,9.612638613301329315e+04
6.224434867089155230e-88,1.183257237972166337e-03,1.396573527867188034e+02,9.431723825242490420e+03,9.025069536317282473e+04,2.155349642974852759e+05,2.784594334646508214e+05,2.792964025046851020e+05,2.521766160997670668e+05,2.182709783344706229e+05,1.862277213145120186e+05,1.584982561334880011e+05,1.350701011754597421e+05,1.153080686266757984e+05
7.354010948829340254e-88,1.397988230118344050e-03,1.650015982829853556e+02,1.114334100335832954e+04,1.066288933874915238e+05,2.546490598977850750e+05,3.289927143958539818e+05,3.299815719573311508e+05,2.979402364127683104e+05,2.578815906598187867e+05,2.200233002298109932e+05,1.872616447701890138e+05,1.595818775702501589e+05,1.362335404379440006e+05
8.577718370714543486e-88,1.630613471610036554e-03,1.924578642372741228e+02,1.299759294631715784e+04,1.243719412471701216e+05,2.970226634647766477e+05,3.837371020713240723e+05,3.848905055310310563e+05,3.475174917518529110e+05,3.007930873456126428e+05,2.566351773880515248e+05,2.184219824599484855e+05,1.861363019979397941e+05,1.589028015668178559e+05
9.895557132744760463e-88,1.881132962447243633e-03,2.220261506495851336e+02,1.499447965411897167e+04,1.434798389422085602e+05,3.426557749984596740e+05,4.426925964910612092e+05,4.440232032257849933e+05,4.009083821170210140e+05,3.470054683918521623e+05,2.960633527892337297e+05,2.519792692027663579e+05,2.147333744585286186e+05,1.833158520132974954e+05
1.130752723491999565e-87,2.149546702629965937e-03,2.537064575199182741e+02,1.713400112676377103e+04,1.639525864726069849e+05,3.915483944988343865e+05,5.058591976550651016e+05,5.073796650415924960e+05,4.581129075082725030e+05,3.965187337985374616e+05,3.383078264333573752e+05,2.879335049986426602e+05,2.453730949520166323e+05,2.094726917773826863e+05
1.281362867724024458e-87,2.435854692158202599e-03,2.874987848482737718e+02,1.941615736425155410e+04,1.857901838383652503e+05,4.437005219659007853e+05,5.732369055633359822e+05,5.749598909784540301e+05,5.191310679256073781e+05,4.493328835656682495e+05,3.833685983204227523e+05,3.262846898475773050e+05,2.780554634784039226e+05,2.373733208590736031e+05
