Angle,90,,,,,,,,,,,,,,
9.959907900349304376e-87,1.627559111033578809e-02,5.634443453417532055e+02,4.909307252806731412e+03,1.277545309065548099e+04,1.877030876487083879e+04,1.914446107917874542e+04,1.628166785139483000e+04,1.278023090146623872e+04,9.727979675808350294e+03,7.351561240694654771e+03,5.577447804181030733e+03,4.269333636376341929e+03,3.303768160553261623e+03
2.766641083430362247e-86,4.520997530648830642e-02,1.565123181504870217e+03,1.363696459112981029e+04,3.548736969626523205e+04,5.213974656908567704e+04,5.317905855327429163e+04,4.522685514276343019e+04,3.550064139296176290e+04,2.702216576613430880e+04,2.042100344637403759e+04,1.549291056716952880e+04,1.185926010104539637e+04,9.177133779314617641e+03
5.422616523523510319e-86,8.861155160071707004e-02,3.067641435749545963e+03,2.672845059861442860e+04,6.955524460467985773e+04,1.021939032754079090e+05,1.042309547644176200e+05,8.864463607981630776e+04,6.958125713020506373e+04,5.296344490162326110e+04,4.002516675489312183e+04,3.036610471165227500e+04,2.324414979804897303e+04,1.798718220745665167e+04
8.963917110314373938e-86,1.464803199930221067e-01,5.070999108075779077e+03,4.418376527526057907e+04,1.149790778158993489e+05,1.689327788838375709e+05,1.723001497126087197e+05,1.465350106625534827e+05,1.150220781131961267e+05,8.755181708227517083e+04,6.616405116625188384e+04,5.019703023762926750e+04,3.842400272738708736e+04,2.973391344497936007e+04
1.339054284380295525e-85,2.188162804834034025e-01,7.575196198483572516e+03,6.600290862106830173e+04,1.717588693299237057e+05,2.523563733943746774e+05,2.573866433978476271e+05,2.188979788909749768e+05,1.718231043419350171e+05,1.307872823080900998e+05,9.883765668045036728e+04,7.498568714510055725e+04,5.739881888905970845e+04,4.441732749188275920e+04
1.870249372398925282e-85,3.056194330718610130e-01,1.058023270697292173e+04,9.218588063603753108e+04,2.398946191467529570e+05,3.524646868070192286e+05,3.594904358201342984e+05,3.057335407650807174e+05,2.399843358164215751e+05,1.826698405790679972e+05,1.380459832974885067e+05,1.047320754340660205e+05,8.016859828306689451e+04,6.203742434816682362e+04
2.489976975087326380e-85,4.068897777583948550e-01,1.408610863354383036e+04,1.227326813201683108e+05,3.193863272663871176e+05,4.692577191217711661e+05,4.786115269794687047e+05,4.070416962848707917e+05,3.195057725366560626e+05,2.431994918952088337e+05,1.837890310173663602e+05,1.394361951045257738e+05,1.067333409094085655e+05,8.259420401383156423e+04
3.198237092445498818e-85,5.226273145430048173e-01,1.809282397819629841e+04,1.576433106734605972e+05,4.102339936888262164e+05,6.027354703386302572e+05,6.147499168758509913e+05,5.228224454503451125e+05,4.103874145026379847e+05,3.123762362565126386e+05,2.360667998400839278e+05,1.790980461564797442e+05,1.370930467680848087e+05,1.060876664888770028e+05
3.995029724473443168e-85,6.528320434256911220e-01,2.260037874093032224e+04,1.969177686959144776e+05,5.124376184140700498e+05,7.528979404575971421e+05,7.679056055092808092e+05,6.530757882615039125e+05,5.126292617143679527e+05,3.902000736629794701e+05,2.948792897656411515e+05,2.237176285899280338e+05,1.712477158590955369e+05,1.325178117733031104e+05
4.880354871171158287e-85,7.975039644064536581e-01,2.760877292174590548e+04,2.405560553875298356e+05,6.259972014421186177e+05,9.197451294786712388e+05,9.380785928797585657e+05,7.978017247183467261e+05,6.262313141718455590e+05,4.766710041146092117e+05,3.602265007940380019e+05,2.732949424048704677e+05,2.091973481824408227e+05,1.618846398671098577e+05
5.854212532538647032e-85,9.566430774852925367e-01,3.311800652064305177e+04,2.885581707483067876e+05,7.509127427729723277e+05,1.103277037401852896e+06,1.125268878987283912e+06,9.570002548208739609e+05,7.511935718750710366e+05,5.717890276114019798e+05,4.321084329252746538e+05,3.278299876013072208e+05,2.509419437381206080e+05,1.941881507702972740e+05
6.916602708575905404e-85,1.130249382662207536e+00,3.912807953762175021e+04,3.409241147782452754e+05,8.871842424066307722e+05,1.303493664227141533e+06,1.329476463831857778e+06,1.130671378569085617e+06,8.875160348240439780e+05,6.755541441533578327e+05,5.105250861593511072e+05,3.873227641792381764e+05,2.964815025261349510e+05,2.294283444828654756e+05
8.067525399282935115e-85,1.318322879937199099e+00,4.563899197268201533e+04,3.976538874773452408e+05,1.034811700343094184e+06,1.520395009954537963e+06,1.550701347413478419e+06,1.318815095962981228e+06,1.035198703018765082e+06,7.879663537404764211e+05,5.954764604962668382e+05,4.517732721386634512e+05,3.458160245464837062e+05,2.676052210048142006e+05
9.306980604659738454e-85,1.520863569310266339e+00,5.265074382582382532e+04,4.587474888456068584e+05,1.193795116582362447e+06,1.753981074584041722e+06,1.788943529732147232e+06,1.521431407002561260e+06,1.194241576459234115e+06,9.090256563727582106e+05,6.869625559360226616e+05,5.211815114795829286e+05,3.989455097991672228e+05,3.087187803361438564e+05
1.063496832470631428e-84,1.737871450781410365e+00,6.016333509704720927e+04,5.242049188830299536e+05,1.364134491124436026e+06,2.004251858115653042e+06,2.044203010787863983e+06,1.738520311687825946e+06,1.364644655145450495e+06,1.038732052050203085e+06,7.849833724786180537e+05,5.955474822019967251e+05,4.558699582841849769e+05,3.527690224768538610e+05
1.205148855942265801e-84,1.969346524350630734e+00,6.817676578635214537e+04,5.940261775896144100e+05,1.545829823969313409e+06,2.271207360549371690e+06,2.316479790580628440e+06,1.970081810018774588e+06,1.546407939077414572e+06,1.177085540772810578e+06,8.895389101240531309e+05,6.748711843059046660e+05,5.165893700015374343e+05,3.997559474269447965e+05
